huobi
火币网行情
3918.13
104400,3934,5.9195,23287.228105
104500,3935,5.2391,20611.1194
104600,3935,26.5709,104556.4915
104700,3934.9,11.0156,43345.41388
104800,3935,29.3264,115409.291216
104900,3935,26.4635,104167.153288
105000,3936.99,16.9536,66727.987578
105100,3937,16.3872,64508.455983
105200,3937,21.5363,84788.28527
105300,3938,15.23,59978.63409
105400,3936,26.0264,102443.478671
105500,3934.04,31.0648,122219.004242
105600,3935.35,28.5451,112304.505281
105700,3932.98,28.4159,111771.792656
105800,3931,86.1081,338478.941814
105900,3932,48.7695,191696.645134
110000,3934.37,11.835,46561.108743
110100,3934.37,16.5998,65310.615097
110200,3933.5,0.5662,2227.18724
110300,3934,0.42,1652.19135
110400,3932.33,7.17,28198.487703
110500,3933.93,7.4187,29180.016033
110600,3933.93,35.3897,139144.182805
110700,3932.79,3.934,15470.964899
110800,3931.98,3.0566,12018.672221
110900,3930.47,7.3249,28788.598745
111000,3930.5,7.0758,27813.08112
111100,3931.98,5.2676,20704.568906
111200,3931.98,1.5008,5901.115584
111300,3932,20.1275,79140.327878
111400,3931.5,2.1297,8372.06555
111500,3928.2,114.4591,449791.583077
111600,3928.98,12.5139,49158.804351
111700,3929.76,20.6152,80991.747752
111800,3928,55.7697,219072.181706
111900,3929.69,0.1544,606.7531
112000,3928.02,28.4474,111760.079581
112100,3928.03,24.4321,95980.802861
112200,3928,11.2588,44224.757684
112300,3926,64.7946,254405.052064
112400,3926,11.9429,46888.624676
112500,3926.33,69.2818,271938.498249
112600,3921.03,84.0625,329755.960623
112700,3915,84.6459,331766.115342
112800,3917,107.7261,421767.731787
112900,3914.04,92.8252,363385.726474
113000,3918,18.9739,74260.335321
113100,3912,54.864,214766.371208
113200,3914.07,22.9868,89940.838157
113300,3912,73.1371,286183.511862
113400,3913.7,8.1554,31915.984534
113500,3912,11.0309,43163.304012
113600,3911,56.6301,221543.63328
113700,3906,102.5324,400740.074686
113800,3907,20.5296,80186.655824
113900,3906,50.6391,197829.066841
114000,3908,15.4935,60542.220444
114100,3909,43.3224,169356.926366
114200,3905,120.1152,469291.35663
114300,3905,83.4659,325894.311762
114400,3909,50.7108,198096.401882
114500,3905,99.6447,389393.022252
114600,3907.02,3.1166,12176.13407
114700,3909,10.7014,41825.815383
